district_code,upazila_code,name_en,name_bn,lat,lng,source,is_verified
3068,30680063,Palash,,23.95637032,90.64990826,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3068,30680064,Raipura,,23.96194635,90.8720913,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3068,30680076,Shibpur,,24.02764768,90.74701282,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3082,30820007,Baliakandi,,23.65063781,89.55170229,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3082,30820029,Goalanda,,23.75575567,89.76518481,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3082,30820047,Kalukhali,,23.74188518,89.47527823,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3082,30820073,Pangsha,,23.78899188,89.38777563,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3082,30820076,Rajbari Sadar,,23.71718423,89.65606415,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3086,30860014,Bhedarganj,,23.24773906,90.51356683,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3086,30860025,Damudya,,23.13989972,90.42264111,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3086,30860036,Gosairhat,,23.08167785,90.45694826,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3086,30860065,Naria,,23.30575605,90.4276623,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3086,30860069,Shariatpur Sadar,,23.21884243,90.31670125,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3086,30860094,Zajira,,23.36558386,90.3236872,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3093,30930009,Basail,,24.23384013,90.04024194,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3093,30930019,Bhuanpur,,24.47720074,89.81588907,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3093,30930023,Delduar,,24.14750937,89.93895701,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3093,30930025,Dhanbari,,24.68753433,89.93350156,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3093,30930028,Ghatail,,24.47370046,90.05304586,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3093,30930038,Gopalpur,,24.57241619,89.90181619,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3093,30930047,Kalihati,,24.3596877,89.94673602,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3093,30930057,Madhupur,,24.65012904,90.06228115,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
